iteration,accepted_updates,status,linearization_refreshed,mean_mse_gradient_norm,lambda,train_mse_normalized,validation_mse_normalized,best_validation_mse_normalized,normal_seconds,jacobian_seconds,normal_matrix_seconds,solve_seconds,candidate_seconds,candidate_train_seconds,candidate_validation_seconds,checkpoint,best_checkpoint
8102,6232,accepted,0,1.44771e-05,9.57342e-10,3.78726e-10,4.6413e-10,4.6413e-10,0,0,0,0.0115262,0.0333015,0.0110399,0.0222616,,best_validation_checkpoint_0.bin
8103,6233,accepted,1,5.0019e-07,4.78671e-10,3.78639e-10,4.6405e-10,4.6405e-10,0.519508,0.0324062,0.485242,0.0102389,0.0328942,0.0111063,0.0217879,,best_validation_checkpoint_1.bin
8104,6234,accepted,1,2.1297e-06,2.39335e-10,3.7852e-10,4.63987e-10,4.63987e-10,0.509367,0.0290173,0.478623,0.0100441,0.0325338,0.0109559,0.0215779,,best_validation_checkpoint_0.bin
8105,6234,rejected,1,9.07067e-06,2.39335e-09,3.7852e-10,4.63987e-10,4.63987e-10,0.504529,0.0293373,0.473368,0.0107287,0.0110876,0.0110874,0,,
8106,6235,accepted,0,9.07067e-06,1.19668e-09,3.78418e-10,4.63773e-10,4.63773e-10,0,0,0,0.0123441,0.0331653,0.0111839,0.0219813,,best_validation_checkpoint_1.bin
8107,6236,accepted,1,3.20288e-07,5.98339e-10,3.78347e-10,4.63704e-10,4.63704e-10,0.510795,0.0292458,0.479796,0.0110122,0.032656,0.010934,0.0217218,,best_validation_checkpoint_0.bin
8108,6237,accepted,1,1.35545e-06,2.99169e-10,3.78228e-10,4.63616e-10,4.63616e-10,0.504414,0.0292115,0.473557,0.0102666,0.0331374,0.0110623,0.022075,,best_validation_checkpoint_1.bin
8109,6237,rejected,1,5.74419e-06,2.99169e-09,3.78228e-10,4.63616e-10,4.63616e-10,0.492701,0.0302726,0.460597,0.0115751,0.0110186,0.0110184,0,,
8110,6238,accepted,0,5.74419e-06,1.49585e-09,3.78172e-10,4.63488e-10,4.63488e-10,0,0,0,0.0103513,0.0327253,0.0111031,0.0216221,,best_validation_checkpoint_0.bin
8111,6239,accepted,1,2.06723e-07,7.47923e-10,3.78115e-10,4.6343e-10,4.6343e-10,0.48322,0.0315175,0.450021,0.0111655,0.0326836,0.0110081,0.0216754,,best_validation_checkpoint_1.bin
8112,6240,accepted,1,8.6683e-07,3.73962e-10,3.7801e-10,4.63341e-10,4.63341e-10,0.5042,0.0294842,0.472972,0.0106523,0.03277,0.0110152,0.0217548,,best_validation_checkpoint_0.bin
8113,6241,accepted,1,3.64884e-06,1.86981e-10,3.77945e-10,4.63382e-10,4.63341e-10,0.488039,0.0287745,0.457508,0.0114319,0.033226,0.0113154,0.0219106,,
8114,6241,rejected,1,1.52549e-05,1.86981e-09,3.77945e-10,4.63382e-10,4.63341e-10,0.506658,0.0284618,0.475721,0.0106367,0.0109932,0.0109929,0,,
8115,6242,accepted,0,1.52549e-05,9.34904e-10,3.77724e-10,4.62974e-10,4.62974e-10,0,0,0,0.0111614,0.032902,0.011113,0.0217889,,best_validation_checkpoint_1.bin
8116,6243,accepted,1,5.28544e-07,4.67452e-10,3.77636e-10,4.62893e-10,4.62893e-10,0.503936,0.0314067,0.4708,0.0105984,0.0327606,0.0110372,0.0217233,,best_validation_checkpoint_0.bin
8117,6244,accepted,1,2.24737e-06,2.33726e-10,3.7752e-10,4.62837e-10,4.62837e-10,0.477881,0.0291104,0.447042,0.0100965,0.033048,0.0110211,0.0220267,,best_validation_checkpoint_1.bin
8118,6244,rejected,1,9.55573e-06,2.33726e-09,3.7752e-10,4.62837e-10,4.62837e-10,0.482308,0.0291097,0.45148,0.0112481,0.0110067,0.0110065,0,,
8119,6245,accepted,0,9.55573e-06,1.16863e-09,3.77412e-10,4.62612e-10,4.62612e-10,0,0,0,0.0114266,0.0331468,0.0111091,0.0220377,,best_validation_checkpoint_0.bin
8120,6246,accepted,1,3.38387e-07,5.84315e-10,3.77341e-10,4.62542e-10,4.62542e-10,0.479596,0.029892,0.447879,0.0103527,0.0331332,0.0110072,0.0221259,,best_validation_checkpoint_1.bin
8121,6247,accepted,1,1.42997e-06,2.92158e-10,3.77222e-10,4.62456e-10,4.62456e-10,0.502495,0.0291749,0.471517,0.0103017,0.0329024,0.0112252,0.021677,,best_validation_checkpoint_0.bin
8122,6247,rejected,1,6.05107e-06,2.92158e-09,3.77222e-10,4.62456e-10,4.62456e-10,0.469863,0.0285539,0.43948,0.0112663,0.0109892,0.010989,0,,
8123,6248,accepted,0,6.05107e-06,1.46079e-09,3.77164e-10,4.62323e-10,4.62323e-10,0,0,0,0.0112088,0.0329095,0.0111306,0.0217789,,best_validation_checkpoint_1.bin
8124,6249,accepted,1,2.18166e-07,7.30394e-10,3.77106e-10,4.62265e-10,4.62265e-10,0.494084,0.0305503,0.461827,0.0108917,0.0330732,0.0111403,0.0219328,,best_validation_checkpoint_0.bin
8125,6250,accepted,1,9.13923e-07,3.65197e-10,3.77e-10,4.62176e-10,4.62176e-10,0.49678,0.0295689,0.465421,0.0107149,0.0329345,0.011105,0.0218295,,best_validation_checkpoint_1.bin
8126,6251,accepted,1,3.84271e-06,1.82598e-10,3.76945e-10,4.62234e-10,4.62176e-10,0.503576,0.0292745,0.472553,0.0101206,0.0332925,0.0111127,0.0221797,,
8127,6251,rejected,1,1.60556e-05,1.82598e-09,3.76945e-10,4.62234e-10,4.62176e-10,0.489843,0.0289623,0.459018,0.0115274,0.0110517,0.0110514,0,,
8128,6252,accepted,0,1.60556e-05,9.12992e-10,3.7671e-10,4.61802e-10,4.61802e-10,0,0,0,0.0108447,0.0331046,0.0110416,0.0220628,,best_validation_checkpoint_0.bin
8129,6253,accepted,1,5.57572e-07,4.56496e-10,3.76621e-10,4.61721e-10,4.61721e-10,0.499288,0.0287809,0.468809,0.0103925,0.0325558,0.0109146,0.0216412,,best_validation_checkpoint_1.bin
8130,6254,accepted,1,2.36728e-06,2.28248e-10,3.76507e-10,4.61672e-10,4.61672e-10,0.525787,0.0289074,0.495035,0.0115527,0.0327713,0.0109809,0.0217904,,best_validation_checkpoint_0.bin
8131,6254,rejected,1,1.00539e-05,2.28248e-09,3.76507e-10,4.61672e-10,4.61672e-10,0.490596,0.0284529,0.460313,0.0107067,0.0110234,0.0110231,0,,
8132,6255,accepted,0,1.00539e-05,1.14124e-09,3.76394e-10,4.61435e-10,4.61435e-10,0,0,0,0.0105432,0.0328659,0.0108999,0.0219659,,best_validation_checkpoint_1.bin
8133,6256,accepted,1,3.56837e-07,5.7062e-10,3.76322e-10,4.61365e-10,4.61365e-10,0.499681,0.0303941,0.467425,0.0107425,0.0326212,0.0109857,0.0216354,,best_validation_checkpoint_0.bin
8134,6257,accepted,1,1.50575e-06,2.8531e-10,3.76203e-10,4.61282e-10,4.61282e-10,0.507773,0.028822,0.477105,0.0103347,0.0330382,0.0109844,0.0220538,,best_validation_checkpoint_1.bin
8135,6257,rejected,1,6.36521e-06,2.8531e-09,3.76203e-10,4.61282e-10,4.61282e-10,0.48522,0.0299365,0.453419,0.012136,0.0109917,0.0109913,0,,
8136,6258,accepted,0,6.36521e-06,1.42655e-09,3.76143e-10,4.61142e-10,4.61142e-10,0,0,0,0.012403,0.0336392,0.0112619,0.0223771,,best_validation_checkpoint_0.bin
8137,6259,accepted,1,2.29875e-07,7.13275e-10,3.76084e-10,4.61084e-10,4.61084e-10,0.521869,0.0290446,0.491109,0.0106796,0.0336484,0.0114962,0.0221522,,best_validation_checkpoint_1.bin
8138,6260,accepted,1,9.61898e-07,3.56638e-10,3.75978e-10,4.60996e-10,4.60996e-10,0.528666,0.028981,0.497971,0.0106965,0.0327166,0.0110557,0.0216608,,best_validation_checkpoint_0.bin
8139,6261,accepted,1,4.04217e-06,1.78319e-10,3.75934e-10,4.61071e-10,4.60996e-10,0.531422,0.0290354,0.500617,0.0102476,0.0326307,0.0109507,0.02168,,
8140,6261,rejected,1,1.68731e-05,1.78319e-09,3.75934e-10,4.61071e-10,4.60996e-10,0.52136,0.0294147,0.490129,0.0109075,0.0111563,0.011156,0,,
8141,6262,accepted,0,1.68731e-05,8.91594e-10,3.75683e-10,4.60615e-10,4.60615e-10,0,0,0,0.0106698,0.0327589,0.010975,0.0217839,,best_validation_checkpoint_1.bin
8142,6263,accepted,1,5.87237e-07,4.45797e-10,3.75594e-10,4.60534e-10,4.60534e-10,0.53878,0.0329518,0.50407,0.0113542,0.0326826,0.0109906,0.0216919,,best_validation_checkpoint_0.bin
8143,6264,accepted,1,2.48834e-06,2.22899e-10,3.75483e-10,4.60492e-10,4.60492e-10,0.527299,0.0299414,0.495396,0.0111669,0.0333791,0.0113468,0.0220321,,best_validation_checkpoint_1.bin
8144,6264,rejected,1,1.05649e-05,2.22899e-09,3.75483e-10,4.60492e-10,4.60492e-10,0.535306,0.0296096,0.503923,0.0095526,0.0113211,0.0113209,0,,
8145,6265,accepted,0,1.05649e-05,1.11449e-09,3.75364e-10,4.60243e-10,4.60243e-10,0,0,0,0.0109871,0.0328641,0.0110619,0.0218022,,best_validation_checkpoint_0.bin
8146,6266,accepted,1,3.75448e-07,5.57246e-10,3.75291e-10,4.60173e-10,4.60173e-10,0.526404,0.0322575,0.492325,0.0120557,0.0327728,0.0111203,0.0216523,,best_validation_checkpoint_1.bin
8147,6267,accepted,1,1.58192e-06,2.78623e-10,3.75172e-10,4.60092e-10,4.60092e-10,0.517349,0.0313095,0.484245,0.011621,0.0329755,0.0110961,0.0218793,,best_validation_checkpoint_0.bin
8148,6267,rejected,1,6.68325e-06,2.78623e-09,3.75172e-10,4.60092e-10,4.60092e-10,0.523988,0.0291615,0.493117,0.0106102,0.0109687,0.0109684,0,,
8149,6268,accepted,0,6.68325e-06,1.39312e-09,3.75109e-10,4.59946e-10,4.59946e-10,0,0,0,0.0107769,0.0331783,0.0111153,0.0220629,,best_validation_checkpoint_1.bin
8150,6269,accepted,1,2.41847e-07,6.96558e-10,3.7505e-10,4.59887e-10,4.59887e-10,0.50502,0.0317135,0.471538,0.0115093,0.0326531,0.0109917,0.0216612,,best_validation_checkpoint_0.bin
8151,6270,accepted,1,1.01064e-06,3.48279e-10,3.74943e-10,4.598e-10,4.598e-10,0.527142,0.0306589,0.494709,0.0108875,0.0328366,0.0111134,0.0217231,,best_validation_checkpoint_1.bin
8152,6271,accepted,1,4.24262e-06,1.74139e-10,3.7491e-10,4.59893e-10,4.598e-10,0.502701,0.0307078,0.470183,0.010728,0.0326509,0.0110579,0.0215929,,
8153,6271,rejected,1,1.76927e-05,1.74139e-09,3.7491e-10,4.59893e-10,4.598e-10,0.520037,0.0356489,0.482598,0.0116565,0.0109998,0.0109996,0,,
8154,6272,accepted,0,1.76927e-05,8.70697e-10,3.74644e-10,4.59412e-10,4.59412e-10,0,0,0,0.011909,0.0327361,0.0110731,0.0216628,,best_validation_checkpoint_0.bin
8155,6273,accepted,1,6.17586e-07,4.35349e-10,3.74554e-10,4.59331e-10,4.59331e-10,0.512097,0.0294917,0.480841,0.0099165,0.0327057,0.0110538,0.0216518,,best_validation_checkpoint_1.bin
8156,6274,accepted,1,2.61248e-06,2.17674e-10,3.74446e-10,4.59296e-10,4.59296e-10,0.518242,0.029343,0.487091,0.0118101,0.0326827,0.0109325,0.02175,,best_validation_checkpoint_0.bin
8157,6274,rejected,1,1.10747e-05,2.17674e-09,3.74446e-10,4.59296e-10,4.59296e-10,0.530813,0.0292001,0.499907,0.0102112,0.0109598,0.0109594,0,,
8158,6275,accepted,0,1.10747e-05,1.08837e-09,3.74321e-10,4.59035e-10,4.59035e-10,0,0,0,0.0104278,0.0329207,0.0110452,0.0218755,,best_validation_checkpoint_1.bin
8159,6276,accepted,1,3.94359e-07,5.44186e-10,3.74247e-10,4.58965e-10,4.58965e-10,0.529602,0.0319259,0.49594,0.0103451,0.0311176,0.0111097,0.0200078,,best_validation_checkpoint_0.bin
8160,6277,accepted,1,1.65973e-06,2.72093e-10,3.74128e-10,4.58887e-10,4.58887e-10,0.501395,0.0288554,0.470769,0.0108603,0.0329195,0.011036,0.0218835,,best_validation_checkpoint_1.bin
8161,6277,rejected,1,7.00771e-06,2.72093e-09,3.74128e-10,4.58887e-10,4.58887e-10,0.501525,0.029719,0.470034,0.0106972,0.0110107,0.0110104,0,,
8162,6278,accepted,0,7.00771e-06,1.36046e-09,3.74063e-10,4.58735e-10,4.58735e-10,0,0,0,0.0107122,0.0327905,0.0110517,0.0217387,,best_validation_checkpoint_0.bin
8163,6279,accepted,1,2.53688e-07,6.80232e-10,3.74003e-10,4.58675e-10,4.58675e-10,0.512013,0.0317751,0.478595,0.0093253,0.0317175,0.009959,0.0217584,,best_validation_checkpoint_1.bin
8164,6280,accepted,1,1.05932e-06,3.40116e-10,3.73895e-10,4.58589e-10,4.58589e-10,0.489159,0.0289449,0.458521,0.010993,0.0333556,0.0112115,0.022144,,best_validation_checkpoint_0.bin
8165,6281,accepted,1,4.44509e-06,1.70058e-10,3.73873e-10,4.587e-10,4.58589e-10,0.479784,0.0299336,0.44799,0.0118239,0.0327765,0.0109277,0.0218487,,
8166,6281,rejected,1,1.85167e-05,1.70058e-09,3.73873e-10,4.587e-10,4.58589e-10,0.523264,0.0290136,0.492489,0.0111223,0.0113182,0.0113179,0,,
8167,6282,accepted,0,1.85167e-05,8.5029e-10,3.73592e-10,4.58194e-10,4.58194e-10,0,0,0,0.0113308,0.0336046,0.0113502,0.0222542,,best_validation_checkpoint_1.bin
8168,6283,accepted,1,6.47902e-07,4.25145e-10,3.73501e-10,4.58113e-10,4.58113e-10,0.505231,0.0295127,0.47382,0.0108314,0.0330584,0.011023,0.0220354,,best_validation_checkpoint_0.bin
8169,6284,accepted,1,2.73452e-06,2.12573e-10,3.73397e-10,4.58085e-10,4.58085e-10,0.489276,0.0292913,0.458223,0.0102037,0.0325769,0.0109555,0.0216213,,best_validation_checkpoint_1.bin
8170,6284,rejected,1,1.15914e-05,2.12573e-09,3.73397e-10,4.58085e-10,4.58085e-10,0.468817,0.0290653,0.437952,0.0108291,0.0110414,0.011041,0,,
8171,6285,accepted,0,1.15914e-05,1.06286e-09,3.73265e-10,4.57812e-10,4.57812e-10,0,0,0,0.0109537,0.0328656,0.0110985,0.021767,,best_validation_checkpoint_0.bin
8172,6286,accepted,1,4.13336e-07,5.31431e-10,3.7319e-10,4.57741e-10,4.57741e-10,0.492815,0.028853,0.462177,0.0106548,0.0329862,0.0109905,0.0219955,,best_validation_checkpoint_1.bin
8173,6287,accepted,1,1.73769e-06,2.65716e-10,3.73072e-10,4.57666e-10,4.57666e-10,0.500096,0.0297375,0.468607,0.0102388,0.0327197,0.0110082,0.0217113,,best_validation_checkpoint_0.bin
8174,6287,rejected,1,7.3282e-06,2.65716e-09,3.73072e-10,4.57666e-10,4.57666e-10,0.502385,0.0292649,0.471378,0.0103261,0.0109144,0.0109142,0,,
8175,6288,accepted,0,7.3282e-06,1.32858e-09,3.73004e-10,4.57507e-10,4.57507e-10,0,0,0,0.0102674,0.0327139,0.0110329,0.0216809,,best_validation_checkpoint_1.bin
8176,6289,accepted,1,2.65732e-07,6.64289e-10,3.72943e-10,4.57447e-10,4.57447e-10,0.510566,0.0289432,0.479913,0.0103012,0.0331575,0.0109747,0.0221827,,best_validation_checkpoint_0.bin
8177,6290,accepted,1,1.10828e-06,3.32145e-10,3.72835e-10,4.57362e-10,4.57362e-10,0.478486,0.029615,0.447114,0.0107801,0.0335377,0.0110905,0.0224472,,best_validation_checkpoint_1.bin
8178,6291,accepted,1,4.64865e-06,1.66072e-10,3.72824e-10,4.5749e-10,4.57362e-10,0.501911,0.0335612,0.466576,0.0105458,0.0327407,0.0109085,0.0218321,,
8179,6291,rejected,1,1.9343e-05,1.66072e-09,3.72824e-10,4.5749e-10,4.57362e-10,0.508508,0.0290962,0.477608,0.0113123,0.0109522,0.0109519,0,,
8180,6292,accepted,0,1.9343e-05,8.30362e-10,3.72527e-10,4.56959e-10,4.56959e-10,0,0,0,0.0109848,0.0327676,0.010981,0.0217865,,best_validation_checkpoint_0.bin
8181,6293,accepted,1,6.77863e-07,4.15181e-10,3.72435e-10,4.56879e-10,4.56879e-10,0.507802,0.0301957,0.475753,0.0106866,0.0328931,0.0111345,0.0217585,,best_validation_checkpoint_1.bin
8182,6294,accepted,1,2.85911e-06,2.0759e-10,3.72334e-10,4.56858e-10,4.56858e-10,0.491771,0.0293207,0.460706,0.0107731,0.032834,0.0110424,0.0217915,,best_validation_checkpoint_0.bin
8183,6294,rejected,1,1.20997e-05,2.0759e-09,3.72334e-10,4.56858e-10,4.56858e-10,0.491061,0.0295331,0.45973,0.0120528,0.0117677,0.0117674,0,,
8184,6295,accepted,0,1.20997e-05,1.03795e-09,3.72196e-10,4.56572e-10,4.56572e-10,0,0,0,0.0106858,0.0331974,0.0111889,0.0220085,,best_validation_checkpoint_1.bin
8185,6296,accepted,1,4.32297e-07,5.18976e-10,3.7212e-10,4.56501e-10,4.56501e-10,0.497299,0.0311564,0.464345,0.011646,0.0326477,0.0110293,0.0216182,,best_validation_checkpoint_0.bin
8186,6297,accepted,1,1.81498e-06,2.59488e-10,3.72003e-10,4.56429e-10,4.56429e-10,0.479347,0.0288651,0.448674,0.0110647,0.0324704,0.0108873,0.0215831,,best_validation_checkpoint_1.bin
8187,6297,rejected,1,7.64771e-06,2.59488e-09,3.72003e-10,4.56429e-10,4.56429e-10,0.500696,0.0283561,0.470699,0.0097464,0.011198,0.0111978,0,,
8188,6298,accepted,0,7.64771e-06,1.29744e-09,3.71932e-10,4.56264e-10,4.56264e-10,0,0,0,0.0105197,0.0326608,0.0110108,0.0216499,,best_validation_checkpoint_0.bin
8189,6299,accepted,1,2.77604e-07,6.4872e-10,3.7187e-10,4.56204e-10,4.56204e-10,0.489143,0.0308998,0.456456,0.0111234,0.0328289,0.0109491,0.0218798,,best_validation_checkpoint_1.bin
8190,6300,accepted,1,1.15695e-06,3.2436e-10,3.71762e-10,4.56119e-10,4.56119e-10,0.480968,0.0297125,0.44941,0.0115063,0.0333351,0.0109982,0.0223369,,best_validation_checkpoint_0.bin
8191,6300,rejected,1,4.84937e-06,3.2436e-09,3.71762e-10,4.56119e-10,4.56119e-10,0.479217,0.0291098,0.448331,0.0106981,0.0109727,0.0109724,0,,
8192,6301,accepted,0,4.84937e-06,1.6218e-09,3.71721e-10,4.56018e-10,4.56018e-10,0,0,0,0.0112028,0.0327003,0.0109775,0.0217227,,best_validation_checkpoint_1.bin
8193,6302,accepted,1,1.78588e-07,8.109e-10,3.71671e-10,4.55968e-10,4.55968e-10,0.485597,0.0291509,0.454698,0.0105262,0.0327088,0.0110831,0.0216255,,best_validation_checkpoint_0.bin
8194,6303,accepted,1,7.39117e-07,4.0545e-10,3.71579e-10,4.55887e-10,4.55887e-10,0.465509,0.0293036,0.434441,0.0113497,0.0330222,0.0111202,0.0219018,,best_validation_checkpoint_1.bin
8195,6304,accepted,1,3.07882e-06,2.02725e-10,3.71482e-10,4.55874e-10,4.55874e-10,0.500915,0.0296064,0.469574,0.0102897,0.034439,0.0112761,0.0231628,,best_validation_checkpoint_0.bin
8196,6304,rejected,1,1.27584e-05,2.02725e-09,3.71482e-10,4.55874e-10,4.55874e-10,0.487845,0.0306919,0.455446,0.0106942,0.0112131,0.0112128,0,,
8197,6305,accepted,0,1.27584e-05,1.01363e-09,3.71335e-10,4.55574e-10,4.55574e-10,0,0,0,0.0107674,0.0330921,0.0114057,0.0216864,,best_validation_checkpoint_1.bin
8198,6306,accepted,1,4.56084e-07,5.06813e-10,3.71259e-10,4.55502e-10,4.55502e-10,0.499288,0.0295041,0.467968,0.0111136,0.0329066,0.0109765,0.0219301,,best_validation_checkpoint_0.bin
8199,6307,accepted,1,1.90565e-06,2.53406e-10,3.71141e-10,4.55433e-10,4.55433e-10,0.455548,0.0288083,0.424874,0.011419,0.033022,0.0109648,0.0220572,,best_validation_checkpoint_1.bin
8200,6307,rejected,1,8.00945e-06,2.53406e-09,3.71141e-10,4.55433e-10,4.55433e-10,0.505849,0.0293707,0.474661,0.0110218,0.0110866,0.0110862,0,,
8201,6308,accepted,0,8.00945e-06,1.26703e-09,3.71067e-10,4.55261e-10,4.55261e-10,0,0,0,0.0110556,0.0328918,0.0110478,0.0218439,,best_validation_checkpoint_0.bin
8202,6309,accepted,1,2.90949e-07,6.33516e-10,3.71005e-10,4.552e-10,4.552e-10,0.496459,0.0295477,0.465104,0.0104258,0.0326861,0.010986,0.0217,,best_validation_checkpoint_1.bin
8203,6310,accepted,1,1.21095e-06,3.16758e-10,3.70895e-10,4.55116e-10,4.55116e-10,0.471265,0.0290212,0.440509,0.011081,0.0327678,0.0110492,0.0217185,,best_validation_checkpoint_0.bin
8204,6310,rejected,1,5.06853e-06,3.16758e-09,3.70895e-10,4.55116e-10,4.55116e-10,0.511786,0.0288268,0.481151,0.0107481,0.0113258,0.0113255,0,,
8205,6311,accepted,0,5.06853e-06,1.58379e-09,3.70853e-10,4.55012e-10,4.55012e-10,0,0,0,0.0113374,0.0328592,0.0111592,0.0216999,,best_validation_checkpoint_1.bin
8206,6312,accepted,1,1.8677e-07,7.91895e-10,3.70803e-10,4.54961e-10,4.54961e-10,0.508499,0.0307415,0.476031,0.0105897,0.032674,0.0109855,0.0216884,,best_validation_checkpoint_0.bin
8207,6313,accepted,1,7.7231e-07,3.95947e-10,3.70709e-10,4.54879e-10,4.54879e-10,0.508635,0.0292008,0.477703,0.0106061,0.032584,0.0109924,0.0215915,,best_validation_checkpoint_1.bin
8208,6314,accepted,1,3.21642e-06,1.97974e-10,3.70616e-10,4.54875e-10,4.54875e-10,0.531017,0.0304391,0.498793,0.0110692,0.0326998,0.0109277,0.021772,,best_validation_checkpoint_0.bin
8209,6314,rejected,1,1.33171e-05,1.97974e-09,3.70616e-10,4.54875e-10,4.54875e-10,0.512841,0.0295987,0.481497,0.0113956,0.0110635,0.0110633,0,,
8210,6315,accepted,0,1.33171e-05,9.89868e-10,3.70462e-10,4.54561e-10,4.54561e-10,0,0,0,0.0105577,0.0331923,0.0110575,0.0221348,,best_validation_checkpoint_1.bin
8211,6316,accepted,1,4.76245e-07,4.94934e-10,3.70384e-10,4.54488e-10,4.54488e-10,0.508278,0.0332436,0.473297,0.0102502,0.0331634,0.0111083,0.0220549,,best_validation_checkpoint_0.bin
8212,6317,accepted,1,1.98887e-06,2.47467e-10,3.70267e-10,4.54421e-10,4.54421e-10,0.483127,0.029091,0.452281,0.0103873,0.032906,0.0109612,0.0219448,,best_validation_checkpoint_1.bin
8213,6317,rejected,1,8.35328e-06,2.47467e-09,3.70267e-10,4.54421e-10,4.54421e-10,0.488074,0.0297049,0.456599,0.012679,0.0110823,0.011082,0,,
8214,6318,accepted,0,8.35328e-06,1.23734e-09,3.7019e-10,4.54243e-10,4.54243e-10,0,0,0,0.0109228,0.0328627,0.0110238,0.0218387,,best_validation_checkpoint_0.bin
8215,6319,accepted,1,3.0341e-07,6.18668e-10,3.70127e-10,4.54181e-10,4.54181e-10,0.515961,0.0306236,0.483571,0.0115219,0.0327077,0.011103,0.0216047,,best_validation_checkpoint_1.bin
8216,6320,accepted,1,1.26242e-06,3.09334e-10,3.70016e-10,4.54098e-10,4.54098e-10,0.486203,0.0295034,0.454668,0.0149357,0.0366344,0.0129729,0.0236613,,best_validation_checkpoint_0.bin
8217,6320,rejected,1,5.28223e-06,3.09334e-09,3.70016e-10,4.54098e-10,4.54098e-10,0.52251,0.0315408,0.489066,0.0120854,0.0114995,0.0114993,0,,
8218,6321,accepted,0,5.28223e-06,1.54667e-09,3.69972e-10,4.5399e-10,4.5399e-10,0,0,0,0.0115253,0.0335765,0.0115464,0.0220301,,best_validation_checkpoint_1.bin
8219,6322,accepted,1,1.94842e-07,7.73335e-10,3.69922e-10,4.53938e-10,4.53938e-10,0.539663,0.0334647,0.504336,0.0106014,0.0328758,0.0112275,0.0216482,,best_validation_checkpoint_0.bin
8220,6323,accepted,1,8.0528e-07,3.86667e-10,3.69827e-10,4.53856e-10,4.53856e-10,0.542495,0.0303396,0.510225,0.011295,0.0331347,0.0111422,0.0219925,,best_validation_checkpoint_1.bin
8221,6324,accepted,1,3.3525e-06,1.93334e-10,3.69738e-10,4.53859e-10,4.53856e-10,0.541479,0.0304274,0.509005,0.0111309,0.0333393,0.0114789,0.0218603,,
8222,6324,rejected,1,1.38783e-05,1.93334e-09,3.69738e-10,4.53859e-10,4.53856e-10,0.539383,0.0321563,0.505301,0.0113605,0.011,0.0109998,0,,
8223,6325,accepted,0,1.38783e-05,9.66668e-10,3.69576e-10,4.53532e-10,4.53532e-10,0,0,0,0.012785,0.0348242,0.0114878,0.0233363,,best_validation_checkpoint_0.bin
8224,6326,accepted,1,4.95965e-07,4.83334e-10,3.69497e-10,4.53459e-10,4.53459e-10,0.502809,0.0341174,0.46679,0.0113538,0.033131,0.0112622,0.0218687,,best_validation_checkpoint_1.bin
8225,6327,accepted,1,2.07142e-06,2.41667e-10,3.69381e-10,4.53394e-10,4.53394e-10,0.515551,0.0337774,0.479825,0.0104104,0.0325375,0.0108974,0.02164,,best_validation_checkpoint_0.bin
8226,6327,rejected,1,8.69251e-06,2.41667e-09,3.69381e-10,4.53394e-10,4.53394e-10,0.527073,0.0290779,0.496176,0.0113783,0.0115879,0.0115877,0,,
8227,6328,accepted,0,8.69251e-06,1.20834e-09,3.69299e-10,4.53209e-10,4.53209e-10,0,0,0,0.0120168,0.0337514,0.0113158,0.0224355,,best_validation_checkpoint_1.bin
8228,6329,accepted,1,3.1605e-07,6.04168e-10,3.69236e-10,4.53147e-10,4.53147e-10,0.472506,0.0305266,0.440192,0.0112508,0.0326884,0.0110059,0.0216825,,best_validation_checkpoint_0.bin
8229,6330,accepted,1,1.31406e-06,3.02084e-10,3.69125e-10,4.53064e-10,4.53064e-10,0.527388,0.0326266,0.493071,0.0114283,0.0330224,0.0109512,0.0220711,,best_validation_checkpoint_1.bin
8230,6330,rejected,1,5.49802e-06,3.02084e-09,3.69125e-10,4.53064e-10,4.53064e-10,0.503407,0.0289728,0.472718,0.0105787,0.0109943,0.0109941,0,,
8231,6331,accepted,0,5.49802e-06,1.51042e-09,3.69079e-10,4.52952e-10,4.52952e-10,0,0,0,0.0101991,0.033328,0.01109,0.0222378,,best_validation_checkpoint_0.bin
8232,6332,accepted,1,2.02732e-07,7.5521e-10,3.69028e-10,4.529e-10,4.529e-10,0.518678,0.0315989,0.485088,0.0103563,0.0330387,0.0110036,0.022035,,best_validation_checkpoint_1.bin
8233,6333,accepted,1,8.37907e-07,3.77605e-10,3.68932e-10,4.52818e-10,4.52818e-10,0.480141,0.0291575,0.449275,0.0107661,0.0331997,0.0109599,0.0222397,,best_validation_checkpoint_0.bin
8234,6334,accepted,1,3.48776e-06,1.88802e-10,3.68847e-10,4.52828e-10,4.52818e-10,0.470311,0.0288778,0.43957,0.0120432,0.0331869,0.0112418,0.021945,,
