iteration,accepted_updates,status,linearization_refreshed,mean_mse_gradient_norm,lambda,train_mse_normalized,validation_mse_normalized,best_validation_mse_normalized,normal_seconds,jacobian_seconds,normal_matrix_seconds,solve_seconds,candidate_seconds,candidate_train_seconds,candidate_validation_seconds,checkpoint,best_checkpoint
21156,16266,rejected,1,5.126e-06,2.79313e-10,8.90197e-11,1.10378e-10,1.10378e-10,0.531935,0.0291718,0.501093,0.0104128,0.0108193,0.010819,0,,
21157,16267,accepted,0,5.126e-06,1.39656e-10,8.90112e-11,1.1039e-10,1.10378e-10,0,0,0,0.0107427,0.0325348,0.0110313,0.0215035,,
21158,16268,accepted,1,2.08281e-07,6.98282e-11,8.90065e-11,1.10381e-10,1.10378e-10,0.509805,0.0283284,0.479677,0.0105877,0.0326114,0.0109174,0.021694,,
21159,16269,accepted,1,8.28582e-07,3.49141e-11,8.8999e-11,1.10359e-10,1.10359e-10,0.463955,0.0289341,0.433252,0.0113257,0.0323391,0.010866,0.0214731,,best_validation_checkpoint_0.bin
21160,16269,rejected,1,3.29365e-06,3.49141e-10,8.8999e-11,1.10359e-10,1.10359e-10,0.49445,0.0291073,0.463521,0.0109496,0.0108876,0.0108874,0,,
21161,16270,accepted,0,3.29365e-06,1.7457e-10,8.89946e-11,1.10367e-10,1.10359e-10,0,0,0,0.0112223,0.032616,0.0109537,0.0216621,,
21162,16271,accepted,1,1.33556e-07,8.72852e-11,8.89907e-11,1.1036e-10,1.10359e-10,0.506992,0.0286205,0.476604,0.0108257,0.0325219,0.0109522,0.0215696,,
21163,16272,accepted,1,5.31971e-07,4.36426e-11,8.89838e-11,1.10343e-10,1.10343e-10,0.494644,0.0292183,0.463658,0.0104912,0.0323922,0.0109037,0.0214883,,best_validation_checkpoint_1.bin
21164,16273,accepted,1,2.11764e-06,2.18213e-11,8.89832e-11,1.10308e-10,1.10308e-10,0.50409,0.0302002,0.472091,0.0111819,0.0328729,0.0110186,0.0218543,,best_validation_checkpoint_0.bin
21165,16273,rejected,1,8.38117e-06,2.18213e-10,8.89832e-11,1.10308e-10,1.10308e-10,0.548463,0.033557,0.513117,0.0110326,0.0114408,0.0114405,0,,
21166,16274,accepted,0,8.38117e-06,1.09106e-10,8.8964e-11,1.10324e-10,1.10308e-10,0,0,0,0.0110319,0.0325828,0.0111348,0.0214479,,
21167,16275,accepted,1,3.42506e-07,5.45532e-11,8.89582e-11,1.10311e-10,1.10308e-10,0.52833,0.0303179,0.496186,0.0118962,0.0338058,0.0116955,0.0221102,,
21168,16276,accepted,1,1.36218e-06,2.72766e-11,8.89519e-11,1.10282e-10,1.10282e-10,0.56235,0.0345186,0.525925,0.0128947,0.0326552,0.0112052,0.0214498,,best_validation_checkpoint_1.bin
21169,16276,rejected,1,5.398e-06,2.72766e-10,8.89519e-11,1.10282e-10,1.10282e-10,0.514296,0.033769,0.478696,0.0107083,0.011203,0.0112027,0,,
21170,16277,accepted,0,5.398e-06,1.36383e-10,8.89427e-11,1.10294e-10,1.10282e-10,0,0,0,0.0113324,0.0334529,0.0112241,0.0222287,,
21171,16278,accepted,1,2.20127e-07,6.81916e-11,8.89379e-11,1.10285e-10,1.10282e-10,0.521413,0.0312805,0.488196,0.0110364,0.0330515,0.0112098,0.0218416,,
21172,16279,accepted,1,8.74593e-07,3.40958e-11,8.89305e-11,1.10262e-10,1.10262e-10,0.540688,0.0304805,0.508494,0.0107675,0.0326909,0.0108747,0.0218161,,best_validation_checkpoint_0.bin
21173,16279,rejected,1,3.47211e-06,3.40958e-10,8.89305e-11,1.10262e-10,1.10262e-10,0.538132,0.0330144,0.503267,0.0106738,0.0110522,0.011052,0,,
21174,16280,accepted,0,3.47211e-06,1.70479e-10,8.89257e-11,1.10271e-10,1.10262e-10,0,0,0,0.0120341,0.0332719,0.0112336,0.0220383,,
21175,16281,accepted,1,1.41228e-07,8.52394e-11,8.89218e-11,1.10263e-10,1.10262e-10,0.546628,0.0340976,0.510669,0.0118729,0.0327529,0.0109509,0.0218019,,
21176,16282,accepted,1,5.61579e-07,4.26197e-11,8.89149e-11,1.10246e-10,1.10246e-10,0.520482,0.0295984,0.489109,0.0109536,0.0323851,0.010909,0.021476,,best_validation_checkpoint_1.bin
21177,16282,rejected,1,2.23188e-06,4.26197e-10,8.89149e-11,1.10246e-10,1.10246e-10,0.52647,0.032174,0.492441,0.0112109,0.0109609,0.0109607,0,,
21178,16283,accepted,0,2.23188e-06,2.13099e-10,8.89121e-11,1.10252e-10,1.10246e-10,0,0,0,0.0115186,0.032749,0.0110372,0.0217117,,
21179,16284,accepted,1,9.04332e-08,1.06549e-10,8.89089e-11,1.10246e-10,1.10246e-10,0.508552,0.0300535,0.476741,0.0106641,0.0323425,0.0108905,0.021452,,
21180,16285,accepted,1,3.60034e-07,5.32747e-11,8.8903e-11,1.10233e-10,1.10233e-10,0.510018,0.0292486,0.479036,0.0106076,0.0323896,0.0109409,0.0214486,,best_validation_checkpoint_0.bin
21181,16286,accepted,1,1.43175e-06,2.66373e-11,8.88971e-11,1.10203e-10,1.10203e-10,0.53102,0.0297875,0.49941,0.0112611,0.0325556,0.0109339,0.0216216,,best_validation_checkpoint_1.bin
21182,16286,rejected,1,5.68901e-06,2.66373e-10,8.88971e-11,1.10203e-10,1.10203e-10,0.511663,0.029405,0.480364,0.0112258,0.0109434,0.010943,0,,
21183,16287,accepted,0,5.68901e-06,1.33187e-10,8.88872e-11,1.10216e-10,1.10203e-10,0,0,0,0.0105334,0.032244,0.0108129,0.021431,,
21184,16288,accepted,1,2.31188e-07,6.65933e-11,8.88823e-11,1.10206e-10,1.10203e-10,0.504282,0.0308635,0.471693,0.0116309,0.0325475,0.01103,0.0215173,,
21185,16289,accepted,1,9.20512e-07,3.32967e-11,8.88749e-11,1.10182e-10,1.10182e-10,0.480655,0.0304726,0.448362,0.0111081,0.0325898,0.0108818,0.0217078,,best_validation_checkpoint_0.bin
21186,16289,rejected,1,3.65418e-06,3.32967e-10,8.88749e-11,1.10182e-10,1.10182e-10,0.525535,0.0312672,0.492331,0.0118077,0.0110214,0.0110211,0,,
21187,16290,accepted,0,3.65418e-06,1.66483e-10,8.88698e-11,1.10192e-10,1.10182e-10,0,0,0,0.0108792,0.0327177,0.0110146,0.021703,,
21188,16291,accepted,1,1.48759e-07,8.32416e-11,8.88658e-11,1.10184e-10,1.10182e-10,0.494768,0.0295569,0.463459,0.0111397,0.0322764,0.0108549,0.0214214,,
21189,16292,accepted,1,5.91204e-07,4.16208e-11,8.88588e-11,1.10166e-10,1.10166e-10,0.506639,0.0296146,0.475275,0.0105763,0.031306,0.0109223,0.0203837,,best_validation_checkpoint_1.bin
21190,16292,rejected,1,2.34711e-06,4.16208e-10,8.88588e-11,1.10166e-10,1.10166e-10,0.566878,0.0320327,0.533025,0.0118702,0.0113525,0.0113523,0,,
21191,16293,accepted,0,2.34711e-06,2.08104e-10,8.88559e-11,1.10173e-10,1.10166e-10,0,0,0,0.0109238,0.0329046,0.0109534,0.021951,,
21192,16294,accepted,1,9.53371e-08,1.04052e-10,8.88527e-11,1.10167e-10,1.10166e-10,0.520003,0.0317889,0.486242,0.0108469,0.0328807,0.0108524,0.0220282,,
21193,16295,accepted,1,3.79413e-07,5.2026e-11,8.88466e-11,1.10153e-10,1.10153e-10,0.521309,0.0297011,0.489714,0.0120332,0.0328018,0.0108548,0.0219469,,best_validation_checkpoint_0.bin
21194,16296,accepted,1,1.50694e-06,2.6013e-11,8.88412e-11,1.10122e-10,1.10122e-10,0.530605,0.03191,0.496766,0.0120016,0.0330182,0.0111951,0.0218229,,best_validation_checkpoint_1.bin
21195,16296,rejected,1,5.97582e-06,2.6013e-10,8.88412e-11,1.10122e-10,1.10122e-10,0.525901,0.0333047,0.490712,0.0113269,0.0110705,0.0110702,0,,
21196,16297,accepted,0,5.97582e-06,1.30065e-10,8.88304e-11,1.10136e-10,1.10122e-10,0,0,0,0.0121744,0.0328066,0.0111352,0.0216711,,
21197,16298,accepted,1,2.44279e-07,6.50325e-11,8.88254e-11,1.10126e-10,1.10122e-10,0.522638,0.0300558,0.490774,0.0108937,0.0326867,0.0108344,0.0218522,,
21198,16299,accepted,1,9.7121e-07,3.25163e-11,8.88182e-11,1.10101e-10,1.10101e-10,0.514901,0.0318826,0.481215,0.0110636,0.0329194,0.0110276,0.0218917,,best_validation_checkpoint_0.bin
21199,16299,rejected,1,3.84774e-06,3.25163e-10,8.88182e-11,1.10101e-10,1.10101e-10,0.511014,0.0306901,0.478621,0.0098558,0.0108845,0.0108842,0,,
21200,16300,accepted,0,3.84774e-06,1.62581e-10,8.88127e-11,1.10111e-10,1.10101e-10,0,0,0,0.0108073,0.0329363,0.0111863,0.0217499,,
21201,16301,accepted,1,1.5673e-07,8.12907e-11,8.88086e-11,1.10103e-10,1.10101e-10,0.54592,0.0304294,0.513743,0.0111176,0.0324355,0.0109384,0.021497,,
21202,16302,accepted,1,6.22808e-07,4.06453e-11,8.88016e-11,1.10085e-10,1.10085e-10,0.543177,0.0299612,0.511327,0.0107633,0.0323677,0.0109397,0.021428,,best_validation_checkpoint_1.bin
21203,16302,rejected,1,2.47598e-06,4.06453e-10,8.88016e-11,1.10085e-10,1.10085e-10,0.496939,0.0301495,0.465005,0.0118859,0.0113649,0.0113647,0,,
21204,16303,accepted,0,2.47598e-06,2.03227e-10,8.87985e-11,1.10091e-10,1.10085e-10,0,0,0,0.0137827,0.033733,0.0113829,0.0223501,,
21205,16304,accepted,1,1.00331e-07,1.01613e-10,8.87952e-11,1.10085e-10,1.10085e-10,0.488986,0.0299224,0.457161,0.0109862,0.0328386,0.0110665,0.0217721,,
21206,16305,accepted,1,3.99244e-07,5.08067e-11,8.8789e-11,1.10071e-10,1.10071e-10,0.5177,0.0298255,0.486078,0.0106557,0.0326355,0.0108649,0.0217705,,best_validation_checkpoint_0.bin
21207,16306,accepted,1,1.5869e-06,2.54033e-11,8.87842e-11,1.1004e-10,1.1004e-10,0.502593,0.0311668,0.469621,0.0114624,0.0325045,0.0108671,0.0216373,,best_validation_checkpoint_1.bin
21208,16306,rejected,1,6.30161e-06,2.54033e-10,8.87842e-11,1.1004e-10,1.1004e-10,0.499505,0.0303751,0.467303,0.0104821,0.0108069,0.0108067,0,,
21209,16307,accepted,0,6.30161e-06,1.27017e-10,8.87725e-11,1.10054e-10,1.1004e-10,0,0,0,0.010883,0.0327558,0.0109913,0.0217645,,
21210,16308,accepted,1,2.57129e-07,6.35083e-11,8.87674e-11,1.10043e-10,1.1004e-10,0.506262,0.0284912,0.475916,0.0106217,0.032659,0.0109122,0.0217467,,
21211,16309,accepted,1,1.02279e-06,3.17542e-11,8.87602e-11,1.10018e-10,1.10018e-10,0.488871,0.0303123,0.456697,0.0100788,0.0323133,0.0108419,0.0214712,,best_validation_checkpoint_0.bin
21212,16309,rejected,1,4.06055e-06,3.17542e-10,8.87602e-11,1.10018e-10,1.10018e-10,0.477821,0.0287127,0.447421,0.0106158,0.0109412,0.010941,0,,
21213,16310,accepted,0,4.06055e-06,1.58771e-10,8.87543e-11,1.10029e-10,1.10018e-10,0,0,0,0.010629,0.0326928,0.0109595,0.0217332,,
21214,16311,accepted,1,1.64817e-07,7.93854e-11,8.87501e-11,1.10021e-10,1.10018e-10,0.508998,0.0285258,0.478749,0.0107246,0.0324481,0.0108562,0.0215918,,
21215,16312,accepted,1,6.55648e-07,3.96927e-11,8.87431e-11,1.10001e-10,1.10001e-10,0.513521,0.0282705,0.483537,0.0098897,0.0301269,0.0099463,0.0201805,,best_validation_checkpoint_1.bin
21216,16312,rejected,1,2.60325e-06,3.96927e-10,8.87431e-11,1.10001e-10,1.10001e-10,0.505819,0.0304265,0.473659,0.0110558,0.0108397,0.0108395,0,,
21217,16313,accepted,0,2.60325e-06,1.98464e-10,8.87398e-11,1.10008e-10,1.10001e-10,0,0,0,0.0103577,0.0322503,0.0108083,0.0214419,,
21218,16314,accepted,1,1.05761e-07,9.92318e-11,8.87364e-11,1.10002e-10,1.10001e-10,0.473821,0.0305129,0.441549,0.0111579,0.0325196,0.0109548,0.0215647,,
21219,16315,accepted,1,4.205e-07,4.96159e-11,8.87302e-11,1.09988e-10,1.09988e-10,0.467814,0.0288125,0.437251,0.0103828,0.0324756,0.0108167,0.0216588,,best_validation_checkpoint_0.bin
21220,16316,accepted,1,1.67114e-06,2.48079e-11,8.8726e-11,1.09955e-10,1.09955e-10,0.518635,0.029586,0.487229,0.010997,0.0323736,0.0108563,0.0215171,,best_validation_checkpoint_1.bin
21221,16316,rejected,1,6.6218e-06,2.48079e-10,8.8726e-11,1.09955e-10,1.09955e-10,0.481246,0.0284966,0.450866,0.011077,0.0110175,0.0110173,0,,
21222,16317,accepted,0,6.6218e-06,1.2404e-10,8.87133e-11,1.0997e-10,1.09955e-10,0,0,0,0.0116584,0.0325949,0.0110545,0.0215402,,
21223,16318,accepted,1,2.71201e-07,6.20199e-11,8.87081e-11,1.09959e-10,1.09955e-10,0.492397,0.0293172,0.461272,0.0103284,0.0327211,0.0109664,0.0217547,,
21224,16319,accepted,1,1.07623e-06,3.10099e-11,8.87011e-11,1.09933e-10,1.09933e-10,0.45695,0.029478,0.425661,0.0113293,0.0327018,0.0109642,0.0217376,,best_validation_checkpoint_0.bin
21225,16319,rejected,1,4.26933e-06,3.10099e-10,8.87011e-11,1.09933e-10,1.09933e-10,0.466613,0.0312914,0.433527,0.0107592,0.0109026,0.0109023,0,,
21226,16320,accepted,0,4.26933e-06,1.5505e-10,8.86947e-11,1.09944e-10,1.09933e-10,0,0,0,0.0106658,0.0328385,0.0110169,0.0218214,,
21227,16321,accepted,1,1.73893e-07,7.75248e-11,8.86905e-11,1.09936e-10,1.09933e-10,0.50597,0.0285778,0.475653,0.0107715,0.0323547,0.010828,0.0215266,,
21228,16322,accepted,1,6.90063e-07,3.87624e-11,8.86834e-11,1.09916e-10,1.09916e-10,0.467316,0.028798,0.436664,0.0111197,0.0324496,0.0108964,0.0215531,,best_validation_checkpoint_1.bin
21229,16322,rejected,1,2.73953e-06,3.87624e-10,8.86834e-11,1.09916e-10,1.09916e-10,0.476301,0.0293927,0.445059,0.0107401,0.010833,0.0108328,0,,
21230,16323,accepted,0,2.73953e-06,1.93812e-10,8.86799e-11,1.09923e-10,1.09916e-10,0,0,0,0.0115731,0.0325723,0.0109943,0.021578,,
21231,16324,accepted,1,1.11587e-07,9.6906e-11,8.86765e-11,1.09917e-10,1.09916e-10,0.491943,0.0289569,0.461236,0.0110341,0.0323363,0.0109094,0.0214267,,
21232,16325,accepted,1,4.4308e-07,4.8453e-11,8.86702e-11,1.09902e-10,1.09902e-10,0.485655,0.0288876,0.454975,0.0116223,0.0313631,0.0103401,0.0210228,,best_validation_checkpoint_0.bin
21233,16326,accepted,1,1.75889e-06,2.42265e-11,8.86666e-11,1.09869e-10,1.09869e-10,0.497776,0.0290274,0.466974,0.0106598,0.0327313,0.0108995,0.0218317,,best_validation_checkpoint_1.bin
21234,16326,rejected,1,6.97817e-06,2.42265e-10,8.86666e-11,1.09869e-10,1.09869e-10,0.484004,0.0325019,0.449641,0.0110341,0.0109184,0.0109181,0,,
21235,16327,accepted,0,6.97817e-06,1.21133e-10,8.86528e-11,1.09884e-10,1.09869e-10,0,0,0,0.0114945,0.0321208,0.0109982,0.0211225,,
21236,16328,accepted,1,2.85729e-07,6.05663e-11,8.86475e-11,1.09873e-10,1.09869e-10,0.533437,0.0306047,0.501007,0.0112652,0.0330089,0.0109522,0.0220565,,
21237,16329,accepted,1,1.13417e-06,3.02831e-11,8.86407e-11,1.09846e-10,1.09846e-10,0.525723,0.0319904,0.491851,0.0113204,0.0325766,0.0110181,0.0215585,,best_validation_checkpoint_0.bin
21238,16329,rejected,1,4.4876e-06,3.02831e-10,8.86407e-11,1.09846e-10,1.09846e-10,0.486911,0.0330403,0.452097,0.0118171,0.0108874,0.0108871,0,,
21239,16330,accepted,0,4.4876e-06,1.51416e-10,8.86338e-11,1.09857e-10,1.09846e-10,0,0,0,0.0120686,0.034391,0.0129077,0.0214831,,
21240,16331,accepted,1,1.83288e-07,7.57078e-11,8.86295e-11,1.09849e-10,1.09846e-10,0.509401,0.0305612,0.477024,0.011271,0.0326167,0.0108636,0.0217531,,
21241,16332,accepted,1,7.27341e-07,3.78539e-11,8.86224e-11,1.09828e-10,1.09828e-10,0.53062,0.0302094,0.49862,0.0108661,0.0323843,0.0109652,0.021419,,best_validation_checkpoint_1.bin
21242,16332,rejected,1,2.88729e-06,3.78539e-10,8.86224e-11,1.09828e-10,1.09828e-10,0.545164,0.0291645,0.51415,0.010767,0.0113864,0.0113861,0,,
21243,16333,accepted,0,2.88729e-06,1.8927e-10,8.86187e-11,1.09836e-10,1.09828e-10,0,0,0,0.0109326,0.0322057,0.0108174,0.0213882,,
21244,16334,accepted,1,1.17321e-07,9.46348e-11,8.86152e-11,1.0983e-10,1.09828e-10,0.534226,0.0296595,0.502793,0.0115253,0.0332102,0.0110175,0.0221925,,
21245,16335,accepted,1,4.65665e-07,4.73174e-11,8.86088e-11,1.09814e-10,1.09814e-10,0.501817,0.0313084,0.468632,0.0111033,0.0337393,0.010848,0.0228912,,best_validation_checkpoint_0.bin
21246,16336,accepted,1,1.85205e-06,2.36587e-11,8.86061e-11,1.09781e-10,1.09781e-10,0.531446,0.0325724,0.496838,0.0203401,0.0341291,0.0123142,0.0218148,,best_validation_checkpoint_1.bin
21247,16336,rejected,1,7.34109e-06,2.36587e-10,8.86061e-11,1.09781e-10,1.09781e-10,0.495111,0.0318552,0.461249,0.0132131,0.0113332,0.0113329,0,,
21248,16337,accepted,0,7.34109e-06,1.18293e-10,8.8591e-11,1.09796e-10,1.09781e-10,0,0,0,0.0126407,0.0331246,0.011227,0.0218975,,
21249,16338,accepted,1,3.00351e-07,5.91467e-11,8.85856e-11,1.09784e-10,1.09781e-10,0.514294,0.0293588,0.483121,0.011102,0.0326491,0.0108811,0.021768,,
21250,16339,accepted,1,1.19322e-06,2.95734e-11,8.8579e-11,1.09757e-10,1.09757e-10,0.521373,0.0291051,0.49052,0.0102438,0.0324481,0.0108295,0.0216185,,best_validation_checkpoint_0.bin
21251,16339,rejected,1,4.72381e-06,2.95734e-10,8.8579e-11,1.09757e-10,1.09757e-10,0.515798,0.0314566,0.48255,0.0108608,0.011003,0.0110027,0,,
21252,16340,accepted,0,4.72381e-06,1.47867e-10,8.85717e-11,1.09769e-10,1.09757e-10,0,0,0,0.0117061,0.0325621,0.0109096,0.0216524,,
21253,16341,accepted,1,1.92976e-07,7.39334e-11,8.85672e-11,1.0976e-10,1.09757e-10,0.493239,0.0309354,0.459647,0.0122145,0.0330527,0.0112846,0.021768,,
21254,16342,accepted,1,7.64987e-07,3.69667e-11,8.85601e-11,1.09739e-10,1.09739e-10,0.504126,0.029838,0.472461,0.0123414,0.0323778,0.0108392,0.0215386,,best_validation_checkpoint_1.bin
21255,16342,rejected,1,3.03756e-06,3.69667e-10,8.85601e-11,1.09739e-10,1.09739e-10,0.523265,0.0317179,0.489651,0.0115137,0.0110559,0.0110556,0,,
21256,16343,accepted,0,3.03756e-06,1.84834e-10,8.85562e-11,1.09747e-10,1.09739e-10,0,0,0,0.0119352,0.03259,0.0109282,0.0216617,,
21257,16344,accepted,1,1.23599e-07,9.24168e-11,8.85526e-11,1.0974e-10,1.09739e-10,0.514543,0.0298455,0.482887,0.0108941,0.032667,0.0110012,0.0216658,,
21258,16345,accepted,1,4.90566e-07,4.62084e-11,8.85462e-11,1.09724e-10,1.09724e-10,0.496137,0.0299801,0.464269,0.0112003,0.0328544,0.0110359,0.0218184,,best_validation_checkpoint_0.bin
21259,16346,accepted,1,1.94655e-06,2.31042e-11,8.85443e-11,1.0969e-10,1.0969e-10,0.50541,0.029727,0.473882,0.01148,0.032665,0.010883,0.0217818,,best_validation_checkpoint_1.bin
21260,16346,rejected,1,7.7212e-06,2.31042e-10,8.85443e-11,1.0969e-10,1.0969e-10,0.499654,0.0324321,0.465486,0.0106717,0.0108027,0.0108024,0,,
21261,16347,accepted,0,7.7212e-06,1.15521e-10,8.85279e-11,1.09705e-10,1.0969e-10,0,0,0,0.0110124,0.0326779,0.0111594,0.0215183,,
21262,16348,accepted,1,3.16782e-07,5.77605e-11,8.85224e-11,1.09693e-10,1.0969e-10,0.507787,0.0297217,0.476292,0.0106913,0.0326936,0.0108235,0.0218701,,
21263,16349,accepted,1,1.254e-06,2.88802e-11,8.85161e-11,1.09666e-10,1.09666e-10,0.504575,0.0297881,0.472962,0.0112048,0.0324712,0.0109954,0.0214758,,best_validation_checkpoint_0.bin
21264,16349,rejected,1,4.96839e-06,2.88802e-10,8.85161e-11,1.09666e-10,1.09666e-10,0.526887,0.0329954,0.492149,0.0103907,0.0111489,0.0111486,0,,
21265,16350,accepted,0,4.96839e-06,1.44401e-10,8.85081e-11,1.09678e-10,1.09666e-10,0,0,0,0.0109951,0.0323437,0.0108307,0.0215129,,
21266,16351,accepted,1,2.03317e-07,7.22006e-11,8.85036e-11,1.09669e-10,1.09666e-10,0.515958,0.0297736,0.484415,0.0104645,0.0325512,0.010896,0.0216551,,
21267,16352,accepted,1,8.0473e-07,3.61003e-11,8.84966e-11,1.09647e-10,1.09647e-10,0.51099,0.0322484,0.476881,0.0114266,0.0330075,0.0114662,0.0215413,,best_validation_checkpoint_1.bin
21268,16352,rejected,1,3.19664e-06,3.61003e-10,8.84966e-11,1.09647e-10,1.09647e-10,0.495996,0.0311668,0.462853,0.0124558,0.0117028,0.0117026,0,,
21269,16353,accepted,0,3.19664e-06,1.80502e-10,8.84924e-11,1.09655e-10,1.09647e-10,0,0,0,0.0117053,0.0336957,0.0115096,0.022186,,
21270,16354,accepted,1,1.30055e-07,9.02508e-11,8.84887e-11,1.09648e-10,1.09647e-10,0.508205,0.0311315,0.475271,0.0111002,0.0323503,0.0108596,0.0214905,,
21271,16355,accepted,1,5.15999e-07,4.51254e-11,8.84822e-11,1.09632e-10,1.09632e-10,0.527831,0.0289407,0.497063,0.01144,0.0328985,0.0109835,0.0219148,,best_validation_checkpoint_0.bin
21272,16356,accepted,1,2.04668e-06,2.25627e-11,8.84814e-11,1.09598e-10,1.09598e-10,0.50785,0.0318405,0.474202,0.0103292,0.0328486,0.0109242,0.0219243,,best_validation_checkpoint_1.bin
21273,16356,rejected,1,8.12512e-06,2.25627e-10,8.84814e-11,1.09598e-10,1.09598e-10,0.493734,0.0320196,0.459926,0.0112965,0.0108717,0.0108715,0,,
21274,16357,accepted,0,8.12512e-06,1.12813e-10,8.84635e-11,1.09613e-10,1.09598e-10,0,0,0,0.0116831,0.0323623,0.0108083,0.0215539,,
21275,16358,accepted,1,3.32934e-07,5.64067e-11,8.84579e-11,1.09601e-10,1.09598e-10,0.454347,0.0282851,0.424327,0.0112474,0.0326679,0.0108465,0.0218214,,
21276,16359,accepted,1,1.31953e-06,2.82034e-11,8.84519e-11,1.09572e-10,1.09572e-10,0.473182,0.0301155,0.441156,0.0116353,0.0328656,0.0109829,0.0218827,,best_validation_checkpoint_0.bin
21277,16359,rejected,1,5.23082e-06,2.82034e-10,8.84519e-11,1.09572e-10,1.09572e-10,0.505038,0.0294669,0.473904,0.010806,0.0108194,0.0108191,0,,
21278,16360,accepted,0,5.23082e-06,1.41017e-10,8.84433e-11,1.09585e-10,1.09572e-10,0,0,0,0.0100007,0.0329248,0.0109265,0.0219982,,
21279,16361,accepted,1,2.13805e-07,7.05084e-11,8.84387e-11,1.09575e-10,1.09572e-10,0.492293,0.0292277,0.461288,0.0108635,0.0326231,0.0109231,0.0217,,
21280,16362,accepted,1,8.46601e-07,3.52542e-11,8.84316e-11,1.09553e-10,1.09553e-10,0.487423,0.0285585,0.457061,0.0106326,0.0324797,0.0109021,0.0215776,,best_validation_checkpoint_1.bin
21281,16362,rejected,1,3.3585e-06,3.52542e-10,8.84316e-11,1.09553e-10,1.09553e-10,0.484959,0.0305394,0.452611,0.0116328,0.0108757,0.0108755,0,,
21282,16363,accepted,0,3.3585e-06,1.76271e-10,8.84272e-11,1.09562e-10,1.09553e-10,0,0,0,0.0104797,0.0326403,0.0110366,0.0216037,,
21283,16364,accepted,1,1.36985e-07,8.81355e-11,8.84234e-11,1.09555e-10,1.09553e-10,0.48821,0.0291007,0.457132,0.0110264,0.0325622,0.0109688,0.0215932,,
21284,16365,accepted,1,5.4301e-07,4.40678e-11,8.84168e-11,1.09538e-10,1.09538e-10,0.504936,0.0291946,0.473903,0.0112333,0.0323425,0.0108193,0.0215232,,best_validation_checkpoint_0.bin
21285,16365,rejected,1,2.15281e-06,4.40678e-10,8.84168e-11,1.09538e-10,1.09538e-10,0.480046,0.0291086,0.44914,0.0096812,0.0109874,0.0109872,0,,
21286,16366,accepted,0,2.15281e-06,2.20339e-10,8.84143e-11,1.09543e-10,1.09538e-10,0,0,0,0.0100401,0.0324355,0.0109825,0.0214528,,
21287,16367,accepted,1,8.77329e-08,1.10169e-10,8.84113e-11,1.09538e-10,1.09538e-10,0.477577,0.0286173,0.447172,0.0111773,0.0328598,0.010997,0.0218626,,
21288,16368,accepted,1,3.48034e-07,5.50847e-11,8.84056e-11,1.09525e-10,1.09525e-10,0.505313,0.0284526,0.475118,0.0112991,0.0324767,0.0108977,0.021579,,best_validation_checkpoint_1.bin
21289,16369,accepted,1,1.38198e-06,2.75423e-11,8.83999e-11,1.09496e-10,1.09496e-10,0.481179,0.0292923,0.450121,0.0116391,0.0328896,0.0109603,0.0219291,,best_validation_checkpoint_0.bin
21290,16369,rejected,1,5.4815e-06,2.75423e-10,8.83999e-11,1.09496e-10,1.09496e-10,0.51628,0.0306459,0.483927,0.0102567,0.0113452,0.0113449,0,,
21291,16370,accepted,0,5.4815e-06,1.37712e-10,8.83906e-11,1.09509e-10,1.09496e-10,0,0,0,0.0109264,0.032402,0.0109181,0.0214837,,
21292,16371,accepted,1,2.24508e-07,6.88559e-11,8.8386e-11,1.09499e-10,1.09496e-10,0.497034,0.0287206,0.466596,0.0105707,0.032625,0.0110747,0.0215501,,
21293,16372,accepted,1,8.8957e-07,3.44279e-11,8.83789e-11,1.09476e-10,1.09476e-10,0.490303,0.0286812,0.459897,0.0102896,0.0322628,0.0107912,0.0214714,,best_validation_checkpoint_1.bin
21294,16372,rejected,1,3.52355e-06,3.44279e-10,8.83789e-11,1.09476e-10,1.09476e-10,0.491389,0.0283993,0.461071,0.0114223,0.0108202,0.0108199,0,,
21295,16373,accepted,0,3.52355e-06,1.7214e-10,8.83742e-11,1.09485e-10,1.09476e-10,0,0,0,0.0109776,0.03312,0.0110319,0.022088,,
21296,16374,accepted,1,1.43973e-07,8.60698e-11,8.83704e-11,1.09478e-10,1.09476e-10,0.481387,0.0292227,0.450374,0.0110062,0.032484,0.0110025,0.0214815,,
21297,16375,accepted,1,5.70563e-07,4.30349e-11,8.83637e-11,1.0946e-10,1.0946e-10,0.46169,0.0288388,0.43102,0.0118666,0.0327052,0.0110035,0.0217015,,best_validation_checkpoint_0.bin
21298,16375,rejected,1,2.26659e-06,4.30349e-10,8.83637e-11,1.0946e-10,1.0946e-10,0.481108,0.0291788,0.450055,0.0105172,0.0109057,0.0109055,0,,
21299,16376,accepted,0,2.26659e-06,2.15175e-10,8.8361e-11,1.09467e-10,1.0946e-10,0,0,0,0.0113227,0.0325817,0.0108775,0.0217041,,
21300,16377,accepted,1,9.20502e-08,1.07587e-10,8.83579e-11,1.09461e-10,1.0946e-10,0.501818,0.0289659,0.471094,0.0109562,0.0323972,0.0108315,0.0215657,,
21301,16378,accepted,1,3.65497e-07,5.37937e-11,8.83522e-11,1.09448e-10,1.09448e-10,0.498599,0.0294042,0.467431,0.0113214,0.0322604,0.0108169,0.0214435,,best_validation_checkpoint_1.bin
