method,scheme,u1_initial,u2_initial,initial_exact_domain,map_converged,lower_capture,nonlinear_updates,lower_max_error,physical_residual_inf,status
exact,picard,1.3333333333333333,0.06666666666666667,True,True,True,27,9.886047536156184e-11,5.6207483112302725e-11,map_converged
exact,picard,1.3666666666666667,0.06666666666666667,True,True,True,27,9.886047536156184e-11,5.696643157193648e-11,map_converged
exact,picard,1.4,0.06666666666666667,True,True,True,27,9.886047536156184e-11,5.7738036574050966e-11,map_converged
exact,picard,1.4333333333333333,0.06666666666666667,True,True,True,27,9.886047536156184e-11,5.852296425246095e-11,map_converged
exact,picard,1.4666666666666666,0.06666666666666667,True,True,True,28,4.204148140729558e-11,2.5227375743952507e-11,map_converged
exact,picard,1.5,0.06666666666666667,True,True,True,28,4.204148140729558e-11,2.557354328303063e-11,map_converged
exact,picard,1.5333333333333332,0.06666666666666667,True,True,True,28,4.204148140729558e-11,2.592570602644173e-11,map_converged
exact,picard,1.5666666666666667,0.06666666666666667,True,True,True,28,4.204148140729558e-11,2.6285196241815356e-11,map_converged
exact,picard,1.6,0.06666666666666667,True,True,True,28,4.204148140729558e-11,2.6651569839941658e-11,map_converged
exact,picard,1.6333333333333333,0.06666666666666667,True,True,True,28,4.204148140729558e-11,2.7025714999240336e-11,map_converged
exact,picard,1.6666666666666667,0.06666666666666667,True,True,True,28,4.204148140729558e-11,2.7407853764316314e-11,map_converged
exact,picard,1.7,0.06666666666666667,True,True,True,28,4.204148140729558e-11,2.7798430224379445e-11,map_converged
exact,picard,1.7333333333333334,0.06666666666666667,True,True,True,28,4.204148140729558e-11,2.8198332557849426e-11,map_converged
exact,picard,1.7666666666666666,0.06666666666666667,True,True,True,28,4.204148140729558e-11,2.8607338720121334e-11,map_converged
exact,picard,1.8,0.06666666666666667,True,True,True,28,4.204148140729558e-11,2.9027003023429643e-11,map_converged
exact,picard,1.8333333333333333,0.06666666666666667,True,True,True,28,4.204148140729558e-11,2.945754751237928e-11,map_converged
exact,picard,1.8666666666666667,0.06666666666666667,True,True,True,28,4.204148140729558e-11,2.989986036538994e-11,map_converged
